timestamp,rpm,coolant_temp_celcius,intake_air_temp_celcius,map_sensor_kpa,battery_voltage,throttle_pot_voltage,throttle_pot_percent,idle_switch,park_or_neutral_switch,fault_data_d,coolant_temp_sensor_fault,inlet_air_temp_sensor_fault,fault_data_e,fuel_pump_circuit_fault,throttle_pot_circuit_fault,idle_speed_deviation,ignition_advance,air_fuel_ratio,raw_lambda,lambda_mv,lambda_v,lambda_sensor_frequency,lambda_sensor_duty_cycle,lambda_sensor_status,closed_loop,long_term_trim,short_term_trim_percent,carbon_can_purge_valve_duty_cycle,idle_base_position,idle_error,throttle_angle,coil_time_microseconds,iac_position,ambient_temp,fuel_temp,turbo_boost_fault,ambient_temp_fault,fuel_temp_fault,knock_detected,temp_gauge_fault,air_con_clutch_fault,purge_valve_fault,map_sensor_fault,boost_valve_fault,idle_setting
Sat Nov 09 20:02:45 GMT+08:00 2024,1150,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,241,12,146,175,875,0.875,255,255,1,TRUE,138,110,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:45 GMT+08:00 2024,1150,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,241,12,146,65,325,0.325,255,255,1,TRUE,138,112,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:45 GMT+08:00 2024,1128,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,222,12,146,65,325,0.325,255,255,1,TRUE,138,112,0,58,128,10,711,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:44 GMT+08:00 2024,1128,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,222,12,146,53,265,0.265,255,255,1,TRUE,138,111,0,58,128,10,711,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:44 GMT+08:00 2024,1118,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,209,12,146,53,265,0.265,255,255,1,TRUE,138,111,0,58,128,10,710,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:44 GMT+08:00 2024,1118,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,209,12,146,66,330,0.33,255,255,1,TRUE,138,111,0,58,128,10,710,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:44 GMT+08:00 2024,1121,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,228,12,146,66,330,0.33,255,255,1,TRUE,138,111,0,58,128,10,711,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:44 GMT+08:00 2024,1121,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,228,12,146,161,805,0.805,255,255,1,TRUE,138,109,0,58,128,10,711,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:43 GMT+08:00 2024,1131,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,236,12,146,161,805,0.805,255,255,1,TRUE,138,109,0,58,128,10,710,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:43 GMT+08:00 2024,1131,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,236,12,146,155,775,0.775,255,255,1,TRUE,138,110,0,58,128,10,710,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:43 GMT+08:00 2024,1115,88,39,33,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,228,12,146,155,775,0.775,255,255,1,TRUE,138,110,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:43 GMT+08:00 2024,1115,88,39,33,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,228,12,146,62,310,0.31,255,255,1,TRUE,138,112,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:42 GMT+08:00 2024,1102,88,40,34,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,194,12,146,62,310,0.31,255,255,1,TRUE,138,112,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:42 GMT+08:00 2024,1102,88,40,34,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,194,12,146,53,265,0.265,255,255,1,TRUE,138,111,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:42 GMT+08:00 2024,1109,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,205,12,146,53,265,0.265,255,255,1,TRUE,138,111,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:42 GMT+08:00 2024,1109,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,205,12,146,74,370,0.37,255,255,1,TRUE,138,109,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:41 GMT+08:00 2024,1128,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,214,12,146,74,370,0.37,255,255,1,TRUE,138,109,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:41 GMT+08:00 2024,1128,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,214,12,146,111,555,0.555,255,255,1,TRUE,138,109,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:41 GMT+08:00 2024,1141,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,234,12,146,111,555,0.555,255,255,1,TRUE,138,109,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:41 GMT+08:00 2024,1141,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,234,12,146,61,305,0.305,255,255,1,TRUE,138,109,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:41 GMT+08:00 2024,1123,88,39,33,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,236,12,146,61,305,0.305,255,255,1,TRUE,138,109,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:40 GMT+08:00 2024,1123,88,39,33,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,236,12,146,169,845,0.845,255,255,1,TRUE,138,110,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:40 GMT+08:00 2024,1136,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,231,12,146,169,845,0.845,255,255,1,TRUE,138,110,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:40 GMT+08:00 2024,1136,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,231,12,146,136,680,0.68,255,255,1,TRUE,138,110,0,58,128,10,713,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:40 GMT+08:00 2024,1117,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,221,12,146,136,680,0.68,255,255,1,TRUE,138,110,0,58,128,10,714,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:39 GMT+08:00 2024,1117,88,40,32,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,221,12,146,53,265,0.265,255,255,1,TRUE,138,112,0,58,128,10,714,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:39 GMT+08:00 2024,1103,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,199,12,146,53,265,0.265,255,255,1,TRUE,138,112,0,58,128,10,714,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:39 GMT+08:00 2024,1103,88,40,31,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,199,12,146,54,270,0.27,255,255,1,TRUE,138,111,0,58,128,10,714,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:39 GMT+08:00 2024,1134,88,39,30,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,233,12,146,54,270,0.27,255,255,1,TRUE,138,111,0,58,128,10,714,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:38 GMT+08:00 2024,1134,88,39,30,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,233,12,146,176,880,0.88,255,255,1,TRUE,138,109,0,58,128,10,714,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:38 GMT+08:00 2024,1165,88,39,30,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,245,12,146,176,880,0.88,255,255,1,TRUE,138,109,0,58,128,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sat Nov 09 20:02:38 GMT+08:00 2024,1165,88,39,30,14,0.52,10.4,FALSE,FALSE,0,FALSE,FALSE,0,FALSE,FALSE,245,12,146,151,755,0.755,255,255,1,TRUE,138,110,0,58,129,10,712,0,200,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
